title,author,pubDate,pubPlace,compPlace,compDate,תיאור_חדש,heShortDesc,heDesc,order,Source,type
ברטנורא על משנה ערלה,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה פאה,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה פסחים,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה פרה,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה קידושין,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה קינים,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,"ר' עובדיה מברטנורא כתב פירוש למשנה שנדפס כמעט בכל מהדורה של המשנה מאז שיצא לאור לראשונה בוונציה בשנת 1548. הפירוש מבוסס בעיקר על הדיונים בגמרא ועל פירוש הרמב""ם למשנה.",,sefaria,file
ברטנורא על משנה ראש השנה,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה שבועות,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה שביעית,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה שבת,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה שקלים,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה תמורה,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,"ר' עובדיה מברטנורא כתב פירוש למשנה שנדפס כמעט בכל מהדורה של המשנה מאז שיצא לאור לראשונה בוונציה בשנת 1548. הפירוש מבוסס בעיקר על הדיונים בגמרא ועל פירוש הרמב""ם למשנה.",,sefaria,file
ברטנורא על משנה תמיד,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,"ר' עובדיה מברטנורא כתב פירוש למשנה שנדפס כמעט בכל מהדורה של המשנה מאז שיצא לאור לראשונה בוונציה בשנת 1548. הפירוש מבוסס בעיקר על הדיונים בגמרא ועל פירוש הרמב""ם למשנה.",,sefaria,file
ברטנורא על משנה תענית,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברטנורא על משנה תרומות,רב עובדיה מברטנורא,ה' שט,ונציה,,ה' רמב,,,,,sefaria,file
ברית משה,משה אהרן בן אברהם חיים וייס,ה' תרסה,מוקצ'בו / מונקאטש,קישווארדה / קליינוורדיין,ה' תרסה,,,"ביאור מקיף על 'ספר מצוות גדול' (סמ""ג).",,sefaria,file
ברית עולם על ספר חסידים,חיים דוד אזולאי,ה' תקמט,"ליבורנו, איטליה",,ה' תקכח - ה' תקכח (בקירוב),,,,,sefaria,file
ברכות,,ה' רמג,שונצינו,בבל התלמודית,ד' רי - ד' רי (בקירוב),,"ברכות ותפילות, בדגש על קריאת שמע ועל תפילת העמידה.",,1.0,sefaria,file
ברכת אברהם,,,,,,,,,,Dicta,file
"ברכת אברהם על משנה תורה, הלכות איסורי ביאה",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות אישות",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות ברכות",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות חמץ ומצה",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות מחוסרי כפרה",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות מעשה הקרבנות",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות מקואות",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות נדרים",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות פסולי המוקדשין",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות קרבן פסח",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות קריאת שמע",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות שביתת יום טוב",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות שבת",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות שגגות",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות שופר וסוכה ולולב",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות תפילה וברכת כהנים",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
"ברכת אברהם על משנה תורה, הלכות תפילין ומזוזה וספר תורה",אברהם בן הרמבם,ה' תריט,אלק ,"פוסטאט, מצרים",ד' תתקנה - ד' תתקנה (בקירוב),,,,,sefaria,file
ברכת המזון,,,,ישראל / בבל התלמודית,ד' קס - ד' קס (בקירוב), ברכות הנאמרות לאחר אכילת לחם., ברכות הנאמרות לאחר אכילת לחם.,,,sefaria,file
ברסלב,,,,,,,"חיבורים מהמאה ה-19 שכתבו רבי נחמן מברסלב, נינו של הבעל שם טוב, ותלמידו הקרוב רבי נתן שטרנהרץ.",,10.0,sefaria,folder
בת עין,אברהם דב מאבריטש,,,,,,"״בת עין״ הוא ספר דברי תורה בן המאה ה־19 מאת רבי אברהם דוב מאברוטש. תלמידיו ערכו את הספר מדרשות רבם בשבתות ובמועדים. בסופו מובאות הוספות כגון ליקוטים שונים מדברי המחבר, ושאלות ותשובות בהלכה.","״בת עין״ הוא ספר דברי תורה בן המאה ה־19 מאת רבי אברהם דוב מאברוטש – רב חסידי, תלמידם של רבי מנחם נחום מצ׳רנוביל, רבי מרדכי מצ׳רנוביל, רבי לוי יצחק מברדיצ׳ב ועוד. הספר נערך על־ידי תלמידיו של המחבר לפי דרשותיו בשבתות ובמועדים. הוא מסודר לפי סדר השנה, ועוסק בעיקר בפרשות השבוע ומועדי ישראל. בסופו מובאים ליקוטים שונים מדברי המחבר, בין השאר בנושא רעידת האדמה בצפת (1837), בנוסף לשאלות ותשובות בהלכה. בספר מודגשת מדת הענוה והשפלות, וכן משתקפת אהבתו של המחבר לארץ ישראל. ואכן רבי אברהם דוב מאברוטש עלה ארצה בשנת 1831 והשתקע בצפת.",,sefaria,file
בתי הנפש על הגדה של פסח,חיים דוד אזולאי,ה' תקסה,"ליבורנו, איטליה",,ה' תקכח - ה' תקכח (בקירוב),,,"אחד מששת ספרי החיד""א על ההגדה של פסח (שמחת הרגל, זרוע ימין, גאולת עולם, שפה אחת, פה אחד, בתי הנפש).",,sefaria,file
גאולת עולם על הגדה של פסח,חיים דוד אזולאי,ה' תקנד,"ליבורנו, איטליה",,ה' תקכח - ה' תקכח (בקירוב),,,"אחד מששת ספרי החיד""א על ההגדה של פסח (שמחת הרגל, זרוע ימין, גאולת עולם, שפה אחת, פה אחד, בתי הנפש).",,sefaria,file
גאונים,,,,,,,"שאלות ותשובות (שו""ת) של רבנים וראשי ישיבות מתקופת המאה ה-6 עד תחילת המאה ה-11. עוסקות בפרשנות התלמוד, בהלכה ובהגות יהודית.","הגאונים היו רבנים ופוסקי הלכה שחיו בתקופה שהחלה במאה השישית, עם חתימת התלמוד, ונמשכה עד תחילת המאה ה-11 בקירוב. רבים מן הגאונים כיהנו כראש של אחת משתי ישיבות מרכזיות בבבל, סורא ופומבדיתא. השאלות שעליהן התבקשו להשיב נשלחו מיהודים תושבי האזור ומיהודים ממחוזות מרוחקים, והן עסקו בפרשנות התלמוד ובענייני הלכה. התשובות נכתבו בכמה שפות – עברית, ארמית וערבית - ואורכן השתנה ממשפט אחד ועד לספר שלם.",5.0,sefaria,folder
גבורות השם,"מהר""ל",ה' שמב,"קרקוב, פולין",פראג,ה' שכב - ה' שכב (בקירוב),,פרשנות על סיפור יציאת מצרים ועל ההגדה של פסח.,"ספרו של המהר""ל מפראג הכולל ביאורים בעניני פסח ויציאת מצרים.",,sefaria,file
גבורת אנשים,שבתי בן מאיר הכהן,ה' תנז,"דסאו, גרמניה",,ה' תר - ה' תר (בקירוב),מאוקסס (XXXXXX) מנטפרי,"חובר על ידי ר' שבתי הכהן (בעל הש""ך). עוסק בנסיבות ובתנאים שבהם ניתן לאלץ בעל להעניק גט לאשתו.","חובר על ידי ר' שבתי הכהן (בעל הש""ך). עוסק בנסיבות ובתנאים שבהם ניתן לאלץ גבר להעניק גט לאשתו.",,sefaria,file
גדר עולם,רבי ישראל מאיר הכהן,ה' תרמט,ורשה,ראדין,ה' תרכא - ה' תרכא (בקירוב),,,,,sefaria,file
גור אריה,,,,,,,"ביאור על פירוש רש""י לתורה שכתב המהר""ל מפראג, בן המאה ה-16.",,,sefaria,folder
גור אריה על במדבר,"מהר""ל",ה' שלח,פראג,פראג,ה' שח - ה' שח (בקירוב),,,"פירושו של המהר""ל מפראג לפירוש רש""י על התורה.",,sefaria,file
גור אריה על בראשית,"מהר""ל",ה' שלח,פראג,פראג,ה' שח - ה' שח (בקירוב),,,"פירושו של המהר""ל מפראג לפירוש רש""י על התורה.",,sefaria,file
גור אריה על דברים,"מהר""ל",ה' שלח,פראג,פראג,ה' שח - ה' שח (בקירוב),,,"פירושו של המהר""ל מפראג לפירוש רש""י על התורה.",,sefaria,file
גור אריה על ויקרא,"מהר""ל",ה' שלח,פראג,פראג,ה' שח - ה' שח (בקירוב),,,"פירושו של המהר""ל מפראג לפירוש רש""י על התורה.",,sefaria,file
גור אריה על שמות,"מהר""ל",ה' שלח,פראג,פראג,ה' שח - ה' שח (בקירוב),,,"פירושו של המהר""ל מפראג לפירוש רש""י על התורה.",,sefaria,file
גט השמות,אברהם אבולעפיה,ה' תשסא,ירושלים,,ה' כט - ה' כט (בקירוב),ספר מהמאה ה-13 המתווה את הרעיון מאחורי גישתו של רבי אברהם אבולעפיה לקבלה,ספר מהמאה ה-13 המתווה את הרעיון מאחורי גישתו של רבי אברהם אבולעפיה לקבלה,"המטרה המוצהרת של ״גט השמות״, אחת מיצירותיו המוקדמות ביותר של רבי אברהם אבולעפיה, היא להעביר את העקרונות הכלליים של שיטתו הקבלית, אם כי הוא מביע הסתייגות מכישוריו ודאגה לחשיפת סודות רבים מדי. העבודה כוללת תיאור נרחב של ""עולמות"" שונים ויחסם זה לזה, דיון בשמות אלוהיים ובכוחות היצירה של שמות ואותיות בשפה העברית ועוד. אבולעפיה משווה את העבודה לכתב גירושין במובן זה שהיא תפריד בין ""שמות בדויים"" לבעלי חוכמה אמיתית.",,sefaria,file
גיטין,,ה' רפג,ונציה,בבל התלמודית,ד' רי - ד' רי (בקירוב),,"דיני גירושין, בדגש על כתיבת שטר הגט ונתינתו.",,18.0,sefaria,file
גן נעול (אבולעפיה),אברהם אבולעפיה,ה' תשנט,ירושלים,,ה' מט,"פירוש מהמאה ה-13 לספר יצירה, ספר הקבלה הראשון בעל מחבר לא ידוע, מאת רבי אברהם אבולעפיה","פירוש מהמאה ה-13 לספר יצירה, ספר הקבלה הראשון בעל מחבר לא ידוע, מאת רבי אברהם אבולעפיה","״גן נעול״ הוא אחד משלושת הפירושים של אברהם אבולעפיה, מקובל ספרדי מהמאה ה-13, על ספר יצירה, יצירה מיסטית מוקדמת המתארת כיצד אלוהים השתמש באלפבית העברי ובמספרים כדי לברוא את העולם. אבולעפיה העדיף את מה שהוא כינה קבלה נבואית, או קבלה של שמות, על פני לימוד הספירות, ודן בשניהם ב״גן נעול״. העבודה מכילה ניתוחים של מילים ואותיות, בעיקר מתוך ספר בראשית. הכותרת רומזת לנסתר ולקוחה ממגילת שיר השירים פרק ד׳ פסוק יב.",,sefaria,file
"גנזי מצרים, הלכות ספר תורה",,,,,,,,,,sefaria,file
דבר בעתו,רבי ישראל מאיר הכהן,,,,,,"״דבר בעתו״ הוא ספר בן המאה ה־20 מאת רבי ישראל מאיר הכהן, הידוע בשם ”החפץ חיים”, העוסק בחיזוק הדת בענייני מאכלות אסורות.","״דבר בעתו״ הוא ספר בן המאה ה־20 מאת רבי ישראל מאיר הכהן, הידוע בשם ”החפץ חיים”. הספר עוסק בחיזוק הדת בענייני מאכלות אסורות. הוא מסביר את סיבות ההתרשלות והרפיון שנפוץ בשמירה על הכשרות, מזהיר את הנכשל מעונשו ומברך את הנשמר על שכרו, מבאר את חיוב של האב כלפי בנו בענין מאכלות אסורות, וכן את החיוב של כלל ישראל, איש־איש לאחיו. בסוף הספר מזהיר החפץ חיים ללמוד הלכות שחיטה, ומחזק כל יהודי לעשות כן מפאת מיעוט השוחטים הבקיאים במלאכתם.",,sefaria,file
דברי אמת,יעקב יצחק הורוביץ,ה' תקסח,ז'ובקבה,,ה' תקל - ה' תקל (בקירוב),,"פירושים על התורה שכתב במאה ה-18 רבי יעקב יצחק הלוי הורוביץ, המוכר בכינויו החוזה מלובלין.",,,sefaria,file
דברי הימים א,,ה' רמח,שונצינו,יהודה של ימי בית שני,ד' רי - ד' רי (בקירוב),,"חזרה על אירועים שכבר סופרו בתורה ובנביאים ראשונים, בדגש על קורותיו של דוד המלך.","דברי הימים א, מחציתו הראשונה של הספר האחרון בתנ""ך, חוזר על ההיסטוריה המקראית החל מימי האדם הראשון. אומנם חלקים מהספר תואמים לפרטים שנזכרו בתורה ובנביאים ראשונים, אולם יש בו גם תוספות רבות, חוסרים והסברים חלופיים. עשרת הפרקים הראשונים של הספר סוקרים את תולדות העולם עד ימי מלכותו של שאול בעיקר באמצעות רשימות יוחסין, ו-19 הפרקים האחרים נוגעים בעיקר למלכות דוד ולראשית ימי שלטון שלמה בשימת דגש על מרכזיותה של ירושלים ועל יציבות שושלת בית דוד.",38.0,sefaria,file
דברי הימים ב,,ה' רמח,שונצינו,יהודה של ימי בית שני,ד' רי - ד' רי (בקירוב),,חזרה על אירועים שסופרו בספרי הנביאים מימי שלמה ועד חורבן בית המקדש הראשון.,"דברי הימים ב, המחצית השנייה של הספר האחרון בתנ""ך, חוזר על ההיסטוריה המקראית מימי מלכות שלמה ועד חורבן בית המקדש הראשון והצהרת כורש. אומנם חלקים מהספר תואמים לפרטים שנזכרו בתורה ובנביאים אחרונים, אולם יש בו גם תוספות רבות, חוסרים והסברים חלופיים. לדוגמה, הספר מתמקד בקורות מלכי יהודה ומזכיר רק לעיתים רחוקות את קורות ממלכת ישראל.",39.0,sefaria,file
דברי חלומות,צדוק הכהן רבינוביץ,,,,ה' תרה - ה' תרה (בקירוב),,תורות שהתגלו לר' צדוק בחלומותיו.,חדושי תורה שנתגלו לר' צדוק מלובלין בחלומותיו.,,sefaria,file
דברי חמודות,,,,,,,,,,sefaria,folder
דברי ירמיהו,,,,,,,,,,sefaria,folder
"דברי ירמיהו על משנה תורה, הלכות ברכות",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות דעות",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות חמץ ומצה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות יסודי התורה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות מגילה וחנוכה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות מילה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות עבודה זרה וחוקות הגויים",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות עירובין",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות ציצית",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות קידוש החודש",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות קריאת שמע",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות שביתת יום טוב",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות שביתת עשור",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות שבת",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות שופר וסוכה ולולב",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות שקלים",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות תלמוד תורה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות תעניות",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות תפילה וברכת כהנים",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות תפילין ומזוזה וספר תורה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
"דברי ירמיהו על משנה תורה, הלכות תשובה",ירמיה לעוו,ה' תרלה,מוקצ'בו / מונקאטש,,ה' תקצד - ה' תקצד (בקירוב),,,"ביאור על ספרי מדע, אהבה, וזמנים שבמשנה תורה להרמב""ם. גם נכלל בו קונטרסים ארוכים בהם מברר המחבר נושאים שונים בהלכה כאשר הוא מקיף את כל סוגיות הש""ס ודברי הראשונים הקשורים לאותו ענין.",,sefaria,file
דברי נגידים על הגדה של פסח,יהודה יודל רוזנברג,ה' תרפה,ורשה,,ה' תרנה - ה' תרנה (בקירוב),,,"פירוש על הגדה של פסח מיוחס למהר""ל מפראג, אבל יש הטוענים שהמוציא לאור, רב יודל רוזנברג, הוסיף בו דברים משלו.",,sefaria,file
דברי סופרים,צדוק הכהן רבינוביץ,ה' תרפז,לובלין,,ה' תרה - ה' תרה (בקירוב),,אוסף של רעיונות ועצות המבוססים על סוגיות התלמוד.,,,sefaria,file
דברי ריבות,,,,,,,,,,sefaria,file
דברי שאול - עדות ביוסף,,,,,,,,,,sefaria,folder
"דברי שאול - עדות ביוסף על משנה תורה, הלכות עדות",יוסף שאול נתנזון,ה' תרלט,"למברג, גליציה","למברג, גליציה",ה' תקצה - ה' תקצה (בקירוב),,,,,sefaria,file
דברים,,ה' רמח,שונצינו,סיני / כנען,ה' קס - ה' קס (בקירוב),"חזרה על אירועי המדבר, וחזרה על דיני התורה שנאמרו בספרים הקודמים.","חזרה על אירועי המדבר, וחזרה על דיני התורה שנאמרו בספרים הקודמים.","ספר דברים הוא החמישי בחמשת חומשי התורה ומורכב בעיקר מנאומיו האחרונים של משה טרם מותו. משה מזכיר לבני ישראל אירועי מפתח שקרו במדבר, דוגמת מתן תורה, חטא העגל וחטא המרגלים. נוסף על כך הוא סוקר את המצוות שניתנו לבני ישראל בעבר ומוסיף פרטים המתאימים לחיים בארץ, ובהם ריכוז עבודת הקורבנות במקום אשר יבחר האל וסדרי המשפט. לקראת סיום מתואר מעמד הקללה והברכה בהר גריזים והר עיבל ומובאת שירת האזינו, המדגישה את חובת ההליכה בדרכי אלוהים.",5.0,sefaria,file
דברים טובים על קהלת,אלשיך,ה' שסא,ונציה,,ה' שב - ה' שב (בקירוב),,,פירושו של ר' משה אלשיך על מגילת קהלת.,,sefaria,file
